VP,Condition,Trial,CurrentTarget,Time,State,PlayerPositionX,PlayerPositionY,PlayerPositionZ, PlayerRotationX, PlayerRotationY, PlayerRotationZ, VRCameraPositionX, VRCameraPositionY, VRCameraPositionZ, VRCameraRotationX, VRCameraRotationY, VRCameraRotationZ,GazeObject
951,Normal,1,Right,20:33:23.046,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.093,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.136,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.149,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.160,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.182,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.190,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.205,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.211,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.227,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.234,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.249,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.258,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.273,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
951,Normal,1,Right,20:33:23.279,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
