VP,Condition,Trial,CurrentTarget,Time,State,PlayerPositionX,PlayerPositionY,PlayerPositionZ, PlayerRotationX, PlayerRotationY, PlayerRotationZ, VRCameraPositionX, VRCameraPositionY, VRCameraPositionZ, VRCameraRotationX, VRCameraRotationY, VRCameraRotationZ,GazeObject
952,Normal,1,Right,20:34:30.581,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.595,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.604,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.619,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.627,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.641,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.649,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.664,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.672,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.687,Searching,0,1.8,-7.12,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.699,Searching,0,1.8,-7.075914,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.708,Searching,0,1.8,-7.038226,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.722,Searching,0,1.8,-7.013426,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.730,Searching,0,1.8,-6.968691,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.746,Searching,0,1.8,-6.944753,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.755,Searching,0,1.8,-6.897367,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.769,Searching,0,1.8,-6.871688,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.778,Searching,0,1.8,-6.829508,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.792,Searching,0,1.8,-6.802355,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.800,Searching,0,1.8,-6.760658,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.815,Searching,0,1.8,-6.73671,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.827,Searching,0,1.8,-6.692744,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.835,Searching,0,1.8,-6.654758,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.850,Searching,0,1.8,-6.631898,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.860,Searching,0,1.8,-6.585499,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.873,Searching,0,1.8,-6.559129,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.882,Searching,0,1.8,-6.517735,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.896,Searching,0,1.8,-6.493437,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.904,Searching,0,1.8,-6.447864,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.918,Searching,0,1.8,-6.424285,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.928,Searching,0,1.8,-6.380829,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.940,Searching,0,1.8,-6.352597,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.952,Searching,0,1.8,-6.315102,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.962,Searching,0,1.8,-6.279846,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.975,Searching,0,1.8,-6.25114,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.984,Searching,0,1.8,-6.213136,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:30.997,Searching,0,1.8,-6.186184,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:31.009,Searching,0,1.8,-6.146032,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:31.021,Searching,0,1.8,-6.108781,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:31.030,Searching,0,1.8,-6.073637,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:31.044,Searching,0,1.8,-6.047058,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:31.055,Searching,0,1.8,-6.006061,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:31.066,Searching,0,1.8,-5.972175,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:31.079,Searching,0,1.8,-5.938574,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:31.088,Searching,0,1.8,-5.897585,0,0,0,None,None,None,None,None,None,Landmark_Triangle
952,Normal,1,Right,20:34:31.101,Searching,0,1.8,-5.871436,0,0,0,None,None,None,None,None,None,Landmark_Triangle
